#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
ZG|R1607|33.537308|-116.59214|1432.2|Sage Brush Flats Array R1607|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1608|33.537498|-116.592361|1432.3|Sage Brush Flats Array R1608|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1609|33.537724|-116.592613|1432.2|Sage Brush Flats Array R1609|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1610|33.53793|-116.59285|1432.0|Sage Brush Flats Array R1610|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R1611|33.53812|-116.592979|1431.5|Sage Brush Flats Array R1611|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1612|33.538372|-116.593285|1431.8|Sage Brush Flats Array R1612|2014-05-08T00:00:00|2014-06-02T23:59:59
ZG|R1613|33.538593|-116.593552|1432.7|Sage Brush Flats Array R1613|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1614|33.538834|-116.593781|1433.9|Sage Brush Flats Array R1614|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1615|33.539032|-116.594002|1434.5|Sage Brush Flats Array R1615|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1616|33.539272|-116.594223|1435.2|Sage Brush Flats Array R1616|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1617|33.539467|-116.59446|1436.9|Sage Brush Flats Array R1617|2014-05-08T00:00:00|2014-05-19T23:59:59
ZG|R1618|33.539692|-116.594696|1439.5|Sage Brush Flats Array R1618|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1619|33.539902|-116.594933|1443.1|Sage Brush Flats Array R1619|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1620|33.540119|-116.595184|1453.1|Sage Brush Flats Array R1620|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1701|33.536057|-116.590668|1427.0|Sage Brush Flats Array R1701|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1702|33.536282|-116.590874|1429.0|Sage Brush Flats Array R1702|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1703|33.536503|-116.59111|1429.2|Sage Brush Flats Array R1703|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1704|33.536694|-116.591354|1429.7|Sage Brush Flats Array R1704|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1705|33.536915|-116.591576|1430.8|Sage Brush Flats Array R1705|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1706|33.537144|-116.591797|1430.1|Sage Brush Flats Array R1706|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1707|33.537361|-116.592041|1431.4|Sage Brush Flats Array R1707|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R1708|33.537571|-116.592285|1430.5|Sage Brush Flats Array R1708|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R1709|33.537762|-116.592522|1431.1|Sage Brush Flats Array R1709|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1710|33.537983|-116.592751|1431.0|Sage Brush Flats Array R1710|2014-05-08T00:00:00|2014-06-02T23:59:59
ZG|R1711|33.538185|-116.592873|1430.4|Sage Brush Flats Array R1711|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1712|33.538418|-116.593193|1431.3|Sage Brush Flats Array R1712|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1713|33.538654|-116.593445|1432.0|Sage Brush Flats Array R1713|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1714|33.538887|-116.593666|1433.0|Sage Brush Flats Array R1714|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1715|33.539101|-116.593903|1433.5|Sage Brush Flats Array R1715|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R1716|33.539322|-116.594131|1434.7|Sage Brush Flats Array R1716|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1717|33.539536|-116.594368|1436.6|Sage Brush Flats Array R1717|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1718|33.539749|-116.594604|1439.1|Sage Brush Flats Array R1718|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1719|33.53997|-116.59481|1441.6|Sage Brush Flats Array R1719|2014-05-08T00:00:00|2014-05-31T23:59:59
ZG|R1720|33.540157|-116.595093|1452.0|Sage Brush Flats Array R1720|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1801|33.536114|-116.590553|1425.2|Sage Brush Flats Array R1801|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1802|33.536331|-116.590775|1427.5|Sage Brush Flats Array R1802|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1803|33.536549|-116.591003|1427.7|Sage Brush Flats Array R1803|2014-05-08T00:00:00|2014-06-01T23:59:59
ZG|R1804|33.536758|-116.591248|1428.4|Sage Brush Flats Array R1804|2014-05-08T00:00:00|2014-05-31T23:59:59
ZG|R1805|33.536953|-116.591476|1429.1|Sage Brush Flats Array R1805|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1806|33.537201|-116.59169|1430.1|Sage Brush Flats Array R1806|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1807|33.537415|-116.591934|1430.7|Sage Brush Flats Array R1807|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1808|33.537609|-116.592171|1429.8|Sage Brush Flats Array R1808|2014-05-08T00:00:00|2014-06-02T23:59:59
ZG|R1809|33.537827|-116.592422|1430.0|Sage Brush Flats Array R1809|2014-05-08T00:00:00|2014-05-30T23:59:59
ZG|R1810|33.538036|-116.592636|1430.1|Sage Brush Flats Array R1810|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1811|33.5383|-116.59288|1430.4|Sage Brush Flats Array R1811|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1812|33.53849|-116.593086|1431.0|Sage Brush Flats Array R1812|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1813|33.5387|-116.593353|1431.8|Sage Brush Flats Array R1813|2014-05-08T00:00:00|2014-05-30T23:59:59
ZG|R1814|33.538937|-116.593567|1432.2|Sage Brush Flats Array R1814|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1815|33.53915|-116.593796|1433.0|Sage Brush Flats Array R1815|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1816|33.539364|-116.594025|1434.4|Sage Brush Flats Array R1816|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R1817|33.539597|-116.594254|1436.1|Sage Brush Flats Array R1817|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1818|33.539795|-116.59449|1438.5|Sage Brush Flats Array R1818|2014-05-08T00:00:00|2014-05-30T23:59:59
ZG|R1819|33.540005|-116.594742|1441.1|Sage Brush Flats Array R1819|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R1820|33.540222|-116.594963|1450.0|Sage Brush Flats Array R1820|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R1901|33.536152|-116.590439|1424.1|Sage Brush Flats Array R1901|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1902|33.536385|-116.590675|1426.2|Sage Brush Flats Array R1902|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1903|33.53661|-116.590897|1426.2|Sage Brush Flats Array R1903|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1904|33.536808|-116.591133|1427.2|Sage Brush Flats Array R1904|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1905|33.537022|-116.591377|1426.2|Sage Brush Flats Array R1905|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R1906|33.537258|-116.591583|1430.0|Sage Brush Flats Array R1906|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1907|33.537476|-116.591827|1429.7|Sage Brush Flats Array R1907|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1908|33.537666|-116.592079|1429.1|Sage Brush Flats Array R1908|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1909|33.53788|-116.592308|1429.0|Sage Brush Flats Array R1909|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1910|33.53809|-116.592537|1429.1|Sage Brush Flats Array R1910|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1911|33.538319|-116.592773|1429.3|Sage Brush Flats Array R1911|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R1912|33.538479|-116.592979|1430.0|Sage Brush Flats Array R1912|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1913|33.538769|-116.593262|1431.0|Sage Brush Flats Array R1913|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1914|33.53896|-116.593506|1432.0|Sage Brush Flats Array R1914|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1915|33.539211|-116.593681|1433.1|Sage Brush Flats Array R1915|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1916|33.539406|-116.593933|1434.2|Sage Brush Flats Array R1916|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1917|33.539654|-116.594162|1435.8|Sage Brush Flats Array R1917|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1918|33.539833|-116.594421|1438.2|Sage Brush Flats Array R1918|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R1919|33.540058|-116.594612|1439.9|Sage Brush Flats Array R1919|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R1920|33.540279|-116.594879|1447.3|Sage Brush Flats Array R1920|2014-05-08T00:00:00|2014-05-19T23:59:59
ZG|R2001|33.536217|-116.590324|1423.4|Sage Brush Flats Array R2001|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2002|33.53643|-116.590576|1424.8|Sage Brush Flats Array R2002|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2003|33.536659|-116.59079|1424.9|Sage Brush Flats Array R2003|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2004|33.536873|-116.591019|1425.8|Sage Brush Flats Array R2004|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2005|33.537075|-116.59127|1425.6|Sage Brush Flats Array R2005|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2006|33.537292|-116.591492|1429.4|Sage Brush Flats Array R2006|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R2007|33.537521|-116.591728|1428.8|Sage Brush Flats Array R2007|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2008|33.537727|-116.591965|1428.1|Sage Brush Flats Array R2008|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2009|33.537933|-116.592201|1428.1|Sage Brush Flats Array R2009|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2010|33.538151|-116.59243|1428.2|Sage Brush Flats Array R2010|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2011|33.538376|-116.592644|1428.5|Sage Brush Flats Array R2011|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2012|33.538605|-116.59288|1429.4|Sage Brush Flats Array R2012|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2013|33.538799|-116.59314|1430.4|Sage Brush Flats Array R2013|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2014|33.539047|-116.593353|1431.3|Sage Brush Flats Array R2014|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2015|33.539261|-116.593605|1432.7|Sage Brush Flats Array R2015|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2016|33.539459|-116.593826|1433.8|Sage Brush Flats Array R2016|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2017|33.53968|-116.594055|1435.4|Sage Brush Flats Array R2017|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2018|33.539898|-116.594292|1437.5|Sage Brush Flats Array R2018|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R2019|33.540115|-116.594498|1438.9|Sage Brush Flats Array R2019|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R2020|33.540337|-116.594765|1441.9|Sage Brush Flats Array R2020|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2101|33.536282|-116.590248|1422.6|Sage Brush Flats Array R2101|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2102|33.536491|-116.590462|1423.3|Sage Brush Flats Array R2102|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2103|33.536694|-116.590714|1424.0|Sage Brush Flats Array R2103|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2104|33.536919|-116.590927|1424.4|Sage Brush Flats Array R2104|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R2105|33.537125|-116.591164|1426.7|Sage Brush Flats Array R2105|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2106|33.537361|-116.591393|1428.5|Sage Brush Flats Array R2106|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2107|33.537575|-116.591621|1427.6|Sage Brush Flats Array R2107|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2108|33.537781|-116.591866|1427.2|Sage Brush Flats Array R2108|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2109|33.537991|-116.592102|1427.0|Sage Brush Flats Array R2109|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R2110|33.538216|-116.592323|1427.1|Sage Brush Flats Array R2110|2014-05-09T00:00:00|2014-05-29T23:59:59
ZG|R2111|33.538441|-116.592522|1427.6|Sage Brush Flats Array R2111|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2112|33.538677|-116.592789|1427.9|Sage Brush Flats Array R2112|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2113|33.538868|-116.593025|1429.9|Sage Brush Flats Array R2113|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2114|33.539097|-116.593262|1431.0|Sage Brush Flats Array R2114|2014-05-08T00:00:00|2014-06-02T23:59:59
ZG|R2115|33.539314|-116.593491|1432.3|Sage Brush Flats Array R2115|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2116|33.539528|-116.593719|1433.7|Sage Brush Flats Array R2116|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2117|33.539749|-116.593941|1435.1|Sage Brush Flats Array R2117|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2118|33.53997|-116.594177|1436.4|Sage Brush Flats Array R2118|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2119|33.540211|-116.594421|1435.1|Sage Brush Flats Array R2119|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R2120|33.540367|-116.594627|1436.1|Sage Brush Flats Array R2120|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2201|33.53632|-116.590118|1421.0|Sage Brush Flats Array R2201|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2202|33.536549|-116.590363|1422.2|Sage Brush Flats Array R2202|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2203|33.536755|-116.590599|1422.8|Sage Brush Flats Array R2203|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2204|33.536976|-116.590828|1422.2|Sage Brush Flats Array R2204|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2205|33.537205|-116.591019|1426.1|Sage Brush Flats Array R2205|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2206|33.537434|-116.591263|1427.2|Sage Brush Flats Array R2206|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2207|33.537655|-116.591469|1426.6|Sage Brush Flats Array R2207|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2208|33.537868|-116.591705|1426.1|Sage Brush Flats Array R2208|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2209|33.538078|-116.591942|1426.1|Sage Brush Flats Array R2209|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2210|33.5383|-116.592194|1426.7|Sage Brush Flats Array R2210|2014-05-09T00:00:00|2014-06-01T23:59:59
ZG|R2211|33.538506|-116.59243|1427.3|Sage Brush Flats Array R2211|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2212|33.538776|-116.592728|1428.5|Sage Brush Flats Array R2212|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2213|33.538944|-116.592903|1429.5|Sage Brush Flats Array R2213|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2214|33.539154|-116.593124|1430.7|Sage Brush Flats Array R2214|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R2215|33.539368|-116.593369|1432.2|Sage Brush Flats Array R2215|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2216|33.539585|-116.59362|1433.8|Sage Brush Flats Array R2216|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R2217|33.539814|-116.593834|1435.0|Sage Brush Flats Array R2217|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R2218|33.54002|-116.594048|1436.4|Sage Brush Flats Array R2218|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2219|33.540253|-116.594269|1438.8|Sage Brush Flats Array R2219|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2220|33.540436|-116.594543|1439.4|Sage Brush Flats Array R2220|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2301|33.536388|-116.590034|1419.6|Sage Brush Flats Array R2301|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2302|33.536598|-116.590271|1420.8|Sage Brush Flats Array R2302|2014-05-07T00:00:00|2014-06-01T23:59:59
ZG|R2303|33.536816|-116.590492|1421.5|Sage Brush Flats Array R2303|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2304|33.537037|-116.590729|1422.7|Sage Brush Flats Array R2304|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2305|33.537243|-116.59095|1425.9|Sage Brush Flats Array R2305|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2306|33.537464|-116.591187|1426.4|Sage Brush Flats Array R2306|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2307|33.537685|-116.591415|1425.9|Sage Brush Flats Array R2307|2014-05-07T00:00:00|2014-06-01T23:59:59
ZG|R2308|33.537899|-116.591652|1425.6|Sage Brush Flats Array R2308|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2309|33.53812|-116.591888|1425.9|Sage Brush Flats Array R2309|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2310|33.538338|-116.59211|1426.9|Sage Brush Flats Array R2310|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2311|33.538559|-116.592354|1427.6|Sage Brush Flats Array R2311|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2312|33.538799|-116.592606|1428.3|Sage Brush Flats Array R2312|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2313|33.538986|-116.592819|1429.3|Sage Brush Flats Array R2313|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2314|33.539204|-116.593056|1430.8|Sage Brush Flats Array R2314|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2315|33.539417|-116.593285|1432.6|Sage Brush Flats Array R2315|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2316|33.539635|-116.593506|1433.7|Sage Brush Flats Array R2316|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2317|33.539856|-116.59375|1436.2|Sage Brush Flats Array R2317|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2318|33.540081|-116.593971|1438.1|Sage Brush Flats Array R2318|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2319|33.540291|-116.594215|1440.7|Sage Brush Flats Array R2319|2014-05-08T00:00:00|2014-05-19T23:59:59
ZG|R2320|33.540504|-116.594429|1439.4|Sage Brush Flats Array R2320|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2401|33.536449|-116.589912|1417.8|Sage Brush Flats Array R2401|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2402|33.536648|-116.590157|1419.5|Sage Brush Flats Array R2402|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2403|33.536865|-116.59037|1420.6|Sage Brush Flats Array R2403|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2404|33.53709|-116.59063|1422.7|Sage Brush Flats Array R2404|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2405|33.5373|-116.590836|1424.3|Sage Brush Flats Array R2405|2014-05-07T00:00:00|2014-05-19T23:59:59
ZG|R2406|33.537502|-116.591057|1425.2|Sage Brush Flats Array R2406|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2407|33.537735|-116.591309|1424.9|Sage Brush Flats Array R2407|2014-05-07T00:00:00|2014-06-05T23:59:59
ZG|R2408|33.537949|-116.59153|1424.6|Sage Brush Flats Array R2408|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2409|33.538158|-116.591789|1425.8|Sage Brush Flats Array R2409|2014-05-07T00:00:00|2014-06-05T23:59:59
ZG|R2410|33.538383|-116.59201|1427.5|Sage Brush Flats Array R2410|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2411|33.53862|-116.59227|1428.4|Sage Brush Flats Array R2411|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2412|33.53883|-116.592476|1428.8|Sage Brush Flats Array R2412|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2413|33.539043|-116.592728|1429.2|Sage Brush Flats Array R2413|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2414|33.539253|-116.592926|1430.5|Sage Brush Flats Array R2414|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2415|33.539467|-116.593185|1432.2|Sage Brush Flats Array R2415|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2416|33.5397|-116.593414|1433.7|Sage Brush Flats Array R2416|2014-05-07T00:00:00|2014-06-02T23:59:59
ZG|R2417|33.539909|-116.593643|1437.0|Sage Brush Flats Array R2417|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2418|33.540119|-116.593872|1439.9|Sage Brush Flats Array R2418|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2419|33.540344|-116.594093|1442.8|Sage Brush Flats Array R2419|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2420|33.540565|-116.594337|1441.2|Sage Brush Flats Array R2420|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2501|33.536503|-116.589844|1416.4|Sage Brush Flats Array R2501|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2502|33.536697|-116.590073|1418.2|Sage Brush Flats Array R2502|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2503|33.536938|-116.590279|1418.6|Sage Brush Flats Array R2503|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2504|33.537148|-116.590492|1421.2|Sage Brush Flats Array R2504|2014-05-07T00:00:00|2014-06-05T23:59:59
ZG|R2505|33.537334|-116.590721|1422.0|Sage Brush Flats Array R2505|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2506|33.53756|-116.590996|1424.3|Sage Brush Flats Array R2506|2014-05-07T00:00:00|2014-06-01T23:59:59
ZG|R2507|33.537785|-116.591202|1423.5|Sage Brush Flats Array R2507|2014-05-07T00:00:00|2014-06-05T23:59:59
ZG|R2508|33.538013|-116.591423|1424.8|Sage Brush Flats Array R2508|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2509|33.538212|-116.591675|1426.4|Sage Brush Flats Array R2509|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2510|33.538429|-116.591904|1427.7|Sage Brush Flats Array R2510|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2511|33.538654|-116.592155|1429.0|Sage Brush Flats Array R2511|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2512|33.538887|-116.592354|1429.6|Sage Brush Flats Array R2512|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2513|33.539101|-116.592598|1429.5|Sage Brush Flats Array R2513|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2514|33.539326|-116.592842|1430.7|Sage Brush Flats Array R2514|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2515|33.539532|-116.593071|1431.9|Sage Brush Flats Array R2515|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2516|33.539745|-116.593307|1433.3|Sage Brush Flats Array R2516|2014-05-07T00:00:00|2014-06-01T23:59:59
ZG|R2517|33.53997|-116.593529|1437.6|Sage Brush Flats Array R2517|2014-05-07T00:00:00|2014-06-04T23:59:59
ZG|R2518|33.540165|-116.593742|1441.5|Sage Brush Flats Array R2518|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2519|33.540382|-116.593994|1442.1|Sage Brush Flats Array R2519|2014-05-07T00:00:00|2014-06-03T23:59:59
ZG|R2520|33.540619|-116.594238|1444.0|Sage Brush Flats Array R2520|2014-05-07T00:00:00|2014-06-05T23:59:59
ZG|R2601|33.536545|-116.589706|1415.0|Sage Brush Flats Array R2601|2014-05-10T00:00:00|2014-06-04T23:59:59
ZG|R2602|33.536762|-116.589958|1415.7|Sage Brush Flats Array R2602|2014-05-10T00:00:00|2014-06-03T23:59:59
ZG|R2603|33.536957|-116.590157|1417.7|Sage Brush Flats Array R2603|2014-05-10T00:00:00|2014-06-03T23:59:59
ZG|R2604|33.537186|-116.590424|1420.2|Sage Brush Flats Array R2604|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R2605|33.537399|-116.59066|1420.3|Sage Brush Flats Array R2605|2014-05-10T00:00:00|2014-06-02T23:59:59
ZG|R2606|33.53764|-116.590858|1422.9|Sage Brush Flats Array R2606|2014-05-10T00:00:00|2014-06-04T23:59:59
ZG|R2607|33.537846|-116.591133|1424.2|Sage Brush Flats Array R2607|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R2608|33.538055|-116.591339|1425.6|Sage Brush Flats Array R2608|2014-05-10T00:00:00|2014-06-04T23:59:59
ZG|R2609|33.538273|-116.591576|1426.8|Sage Brush Flats Array R2609|2014-05-10T00:00:00|2014-06-02T23:59:59
ZG|R2610|33.538483|-116.591805|1428.4|Sage Brush Flats Array R2610|2014-05-10T00:00:00|2014-06-03T23:59:59
ZG|R2611|33.538696|-116.592056|1429.6|Sage Brush Flats Array R2611|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2612|33.538937|-116.59227|1430.1|Sage Brush Flats Array R2612|2014-05-11T00:00:00|2014-06-02T23:59:59
ZG|R2613|33.53915|-116.592506|1430.1|Sage Brush Flats Array R2613|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2614|33.539379|-116.592728|1430.7|Sage Brush Flats Array R2614|2014-05-08T00:00:00|2014-06-02T23:59:59
ZG|R2615|33.539581|-116.592957|1431.7|Sage Brush Flats Array R2615|2014-05-08T00:00:00|2014-06-02T23:59:59
ZG|R2616|33.539799|-116.593201|1433.4|Sage Brush Flats Array R2616|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2617|33.54002|-116.593407|1436.8|Sage Brush Flats Array R2617|2014-05-08T00:00:00|2014-05-31T23:59:59
ZG|R2618|33.540237|-116.593658|1441.5|Sage Brush Flats Array R2618|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2619|33.540451|-116.59391|1441.6|Sage Brush Flats Array R2619|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2620|33.540661|-116.594131|1444.6|Sage Brush Flats Array R2620|2014-05-08T00:00:00|2014-06-04T23:59:59
