#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
ZG|R2701|33.536602|-116.589622|1414.9|Sage Brush Flats Array R2701|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2702|33.536831|-116.589859|1417.8|Sage Brush Flats Array R2702|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2703|33.537037|-116.590057|1417.5|Sage Brush Flats Array R2703|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2704|33.53727|-116.590294|1420.2|Sage Brush Flats Array R2704|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2705|33.537472|-116.590523|1422.2|Sage Brush Flats Array R2705|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2706|33.537685|-116.590775|1423.8|Sage Brush Flats Array R2706|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2707|33.53788|-116.591003|1425.5|Sage Brush Flats Array R2707|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2708|33.53812|-116.591248|1426.4|Sage Brush Flats Array R2708|2014-05-08T00:00:00|2014-05-31T23:59:59
ZG|R2709|33.538349|-116.591423|1427.7|Sage Brush Flats Array R2709|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2710|33.53857|-116.591713|1429.1|Sage Brush Flats Array R2710|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2711|33.538769|-116.591919|1430.4|Sage Brush Flats Array R2711|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2712|33.538986|-116.592155|1430.8|Sage Brush Flats Array R2712|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2713|33.539207|-116.592407|1430.4|Sage Brush Flats Array R2713|2014-05-08T00:00:00|2014-05-31T23:59:59
ZG|R2714|33.539417|-116.592644|1430.9|Sage Brush Flats Array R2714|2014-05-08T00:00:00|2014-05-31T23:59:59
ZG|R2715|33.539639|-116.59285|1431.9|Sage Brush Flats Array R2715|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2716|33.539867|-116.593094|1433.3|Sage Brush Flats Array R2716|2014-05-08T00:00:00|2014-05-31T23:59:59
ZG|R2717|33.540058|-116.59333|1435.8|Sage Brush Flats Array R2717|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2718|33.540291|-116.593559|1440.9|Sage Brush Flats Array R2718|2014-05-08T00:00:00|2014-05-31T23:59:59
ZG|R2719|33.540501|-116.593796|1441.2|Sage Brush Flats Array R2719|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2720|33.540707|-116.594032|1444.4|Sage Brush Flats Array R2720|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R2801|33.53664|-116.589516|1415.8|Sage Brush Flats Array R2801|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2802|33.536873|-116.589737|1419.3|Sage Brush Flats Array R2802|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2803|33.537064|-116.589928|1420.6|Sage Brush Flats Array R2803|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2804|33.537308|-116.590202|1420.8|Sage Brush Flats Array R2804|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2805|33.537529|-116.590454|1422.8|Sage Brush Flats Array R2805|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2806|33.537731|-116.590714|1424.4|Sage Brush Flats Array R2806|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2807|33.537949|-116.590919|1426.5|Sage Brush Flats Array R2807|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2808|33.538166|-116.591133|1427.3|Sage Brush Flats Array R2808|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2809|33.538399|-116.591362|1428.3|Sage Brush Flats Array R2809|2014-05-08T00:00:00|2014-06-01T23:59:59
ZG|R2810|33.538616|-116.591614|1429.4|Sage Brush Flats Array R2810|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2811|33.538826|-116.591827|1431.0|Sage Brush Flats Array R2811|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2812|33.539036|-116.592072|1431.4|Sage Brush Flats Array R2812|2014-05-20T00:00:00|2014-06-03T23:59:59
ZG|R2813|33.53928|-116.592316|1431.4|Sage Brush Flats Array R2813|2014-05-09T00:00:00|2014-05-30T23:59:59
ZG|R2814|33.539455|-116.592514|1431.6|Sage Brush Flats Array R2814|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R2815|33.539684|-116.592773|1432.0|Sage Brush Flats Array R2815|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2816|33.539921|-116.592979|1432.5|Sage Brush Flats Array R2816|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2817|33.540127|-116.593231|1434.9|Sage Brush Flats Array R2817|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2818|33.540325|-116.593452|1438.9|Sage Brush Flats Array R2818|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2819|33.540562|-116.593689|1441.5|Sage Brush Flats Array R2819|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R2820|33.540787|-116.59391|1444.6|Sage Brush Flats Array R2820|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2901|33.536701|-116.589386|1419.4|Sage Brush Flats Array R2901|2014-05-09T00:00:00|2014-06-01T23:59:59
ZG|R2902|33.53693|-116.58963|1419.1|Sage Brush Flats Array R2902|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2903|33.537121|-116.589882|1420.2|Sage Brush Flats Array R2903|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2904|33.537338|-116.590103|1422.5|Sage Brush Flats Array R2904|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R2905|33.53756|-116.59034|1422.7|Sage Brush Flats Array R2905|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2906|33.537781|-116.590584|1424.6|Sage Brush Flats Array R2906|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2907|33.537987|-116.590813|1426.9|Sage Brush Flats Array R2907|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2908|33.538204|-116.591049|1427.8|Sage Brush Flats Array R2908|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2909|33.538437|-116.591255|1428.5|Sage Brush Flats Array R2909|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2910|33.538662|-116.591492|1429.8|Sage Brush Flats Array R2910|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2911|33.538879|-116.591721|1431.4|Sage Brush Flats Array R2911|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2912|33.539089|-116.591965|1432.1|Sage Brush Flats Array R2912|2014-05-08T00:00:00|2014-05-25T23:59:59
ZG|R2913|33.539303|-116.592178|1431.8|Sage Brush Flats Array R2913|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2914|33.539524|-116.59243|1432.2|Sage Brush Flats Array R2914|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R2915|33.539753|-116.592659|1432.3|Sage Brush Flats Array R2915|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R2916|33.539948|-116.59288|1432.0|Sage Brush Flats Array R2916|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R2917|33.540173|-116.593132|1433.9|Sage Brush Flats Array R2917|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R2918|33.540382|-116.593369|1435.6|Sage Brush Flats Array R2918|2014-05-08T00:00:00|2014-05-29T23:59:59
ZG|R2919|33.540615|-116.593559|1439.9|Sage Brush Flats Array R2919|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R2920|33.54081|-116.593826|1442.9|Sage Brush Flats Array R2920|2014-05-08T00:00:00|2014-05-30T23:59:59
ZG|R3001|33.536743|-116.589302|1420.8|Sage Brush Flats Array R3001|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3002|33.53698|-116.589546|1420.9|Sage Brush Flats Array R3002|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3003|33.537193|-116.589767|1423.3|Sage Brush Flats Array R3003|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3004|33.537395|-116.590019|1424.1|Sage Brush Flats Array R3004|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3005|33.537628|-116.590225|1424.3|Sage Brush Flats Array R3005|2014-05-09T00:00:00|2014-06-02T23:59:59
ZG|R3006|33.537842|-116.590446|1425.4|Sage Brush Flats Array R3006|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3007|33.538052|-116.590691|1427.3|Sage Brush Flats Array R3007|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3008|33.538261|-116.590942|1428.6|Sage Brush Flats Array R3008|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3009|33.538486|-116.591148|1429.0|Sage Brush Flats Array R3009|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3010|33.538715|-116.5914|1430.1|Sage Brush Flats Array R3010|2014-05-09T00:00:00|2014-06-06T23:59:59
ZG|R3011|33.538929|-116.591637|1431.6|Sage Brush Flats Array R3011|2014-05-08T00:00:00|2014-05-21T23:59:59
ZG|R3012|33.53915|-116.591881|1432.7|Sage Brush Flats Array R3012|2014-05-08T00:00:00|2014-05-24T23:59:59
ZG|R3013|33.539364|-116.592079|1432.3|Sage Brush Flats Array R3013|2014-05-09T00:00:00|2014-06-06T23:59:59
ZG|R3014|33.53957|-116.592308|1432.7|Sage Brush Flats Array R3014|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3015|33.539803|-116.59256|1432.6|Sage Brush Flats Array R3015|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3016|33.540016|-116.592812|1433.3|Sage Brush Flats Array R3016|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3017|33.54023|-116.593018|1433.0|Sage Brush Flats Array R3017|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3018|33.540443|-116.5933|1434.1|Sage Brush Flats Array R3018|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3019|33.540672|-116.593475|1436.6|Sage Brush Flats Array R3019|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3020|33.540855|-116.593742|1440.1|Sage Brush Flats Array R3020|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3101|33.536793|-116.589211|1421.2|Sage Brush Flats Array R3101|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R3102|33.537025|-116.589439|1423.2|Sage Brush Flats Array R3102|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3103|33.537239|-116.589653|1425.3|Sage Brush Flats Array R3103|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R3104|33.53746|-116.58989|1422.1|Sage Brush Flats Array R3104|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3105|33.537663|-116.590111|1426.4|Sage Brush Flats Array R3105|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3106|33.537868|-116.59034|1427.3|Sage Brush Flats Array R3106|2014-05-09T00:00:00|2014-05-25T23:59:59
ZG|R3107|33.538109|-116.590591|1426.7|Sage Brush Flats Array R3107|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3108|33.538315|-116.590836|1428.8|Sage Brush Flats Array R3108|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3109|33.538548|-116.591057|1430.2|Sage Brush Flats Array R3109|2014-05-09T00:00:00|2014-05-30T23:59:59
ZG|R3110|33.538757|-116.591309|1430.4|Sage Brush Flats Array R3110|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3111|33.538979|-116.591507|1433.4|Sage Brush Flats Array R3111|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3112|33.5392|-116.591759|1433.0|Sage Brush Flats Array R3112|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R3113|33.539421|-116.59198|1432.8|Sage Brush Flats Array R3113|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3114|33.539635|-116.592216|1433.0|Sage Brush Flats Array R3114|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3115|33.539856|-116.592445|1432.9|Sage Brush Flats Array R3115|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R3116|33.540062|-116.592697|1433.1|Sage Brush Flats Array R3116|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3117|33.540287|-116.592918|1432.8|Sage Brush Flats Array R3117|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3118|33.540466|-116.59317|1433.5|Sage Brush Flats Array R3118|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3119|33.540707|-116.593399|1434.7|Sage Brush Flats Array R3119|2014-05-08T00:00:00|2014-06-06T23:59:59
ZG|R3120|33.54092|-116.593636|1437.5|Sage Brush Flats Array R3120|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3201|33.536877|-116.589104|1425.6|Sage Brush Flats Array R3201|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3202|33.537079|-116.589333|1427.8|Sage Brush Flats Array R3202|2014-05-09T00:00:00|2014-05-26T23:59:59
ZG|R3203|33.537304|-116.589561|1428.8|Sage Brush Flats Array R3203|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3204|33.537521|-116.589798|1425.5|Sage Brush Flats Array R3204|2014-05-09T00:00:00|2014-05-30T23:59:59
ZG|R3205|33.537735|-116.590034|1429.5|Sage Brush Flats Array R3205|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3206|33.537956|-116.590248|1432.7|Sage Brush Flats Array R3206|2014-05-09T00:00:00|2014-05-31T23:59:59
ZG|R3207|33.538162|-116.590492|1427.7|Sage Brush Flats Array R3207|2014-05-20T00:00:00|2014-06-05T23:59:59
ZG|R3208|33.538349|-116.590744|1429.1|Sage Brush Flats Array R3208|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3209|33.538597|-116.590965|1432.1|Sage Brush Flats Array R3209|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R3210|33.538834|-116.591171|1432.0|Sage Brush Flats Array R3210|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3211|33.539032|-116.591431|1435.7|Sage Brush Flats Array R3211|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3212|33.539257|-116.591667|1433.8|Sage Brush Flats Array R3212|2014-05-08T00:00:00|2014-06-03T23:59:59
ZG|R3213|33.539478|-116.591873|1434.3|Sage Brush Flats Array R3213|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3214|33.539688|-116.59211|1434.8|Sage Brush Flats Array R3214|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3215|33.539909|-116.592354|1434.2|Sage Brush Flats Array R3215|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3216|33.540119|-116.59259|1434.0|Sage Brush Flats Array R3216|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3217|33.540337|-116.592804|1433.6|Sage Brush Flats Array R3217|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3218|33.540558|-116.59304|1433.2|Sage Brush Flats Array R3218|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3219|33.540771|-116.593277|1433.3|Sage Brush Flats Array R3219|2014-05-08T00:00:00|2014-05-31T23:59:59
ZG|R3220|33.540958|-116.593506|1435.3|Sage Brush Flats Array R3220|2014-05-08T00:00:00|2014-06-02T23:59:59
ZG|R3301|33.536926|-116.588997|1429.7|Sage Brush Flats Array R3301|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3302|33.537148|-116.589249|1431.3|Sage Brush Flats Array R3302|2014-05-09T00:00:00|2014-05-29T23:59:59
ZG|R3303|33.537361|-116.589455|1432.4|Sage Brush Flats Array R3303|2014-05-09T00:00:00|2014-06-02T23:59:59
ZG|R3304|33.537575|-116.589676|1426.9|Sage Brush Flats Array R3304|2014-05-09T00:00:00|2014-06-02T23:59:59
ZG|R3305|33.5378|-116.58992|1434.4|Sage Brush Flats Array R3305|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3306|33.538017|-116.590149|1435.4|Sage Brush Flats Array R3306|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3307|33.538235|-116.590363|1427.8|Sage Brush Flats Array R3307|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3308|33.538418|-116.590614|1430.4|Sage Brush Flats Array R3308|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3309|33.538647|-116.590858|1434.9|Sage Brush Flats Array R3309|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3310|33.538879|-116.591095|1433.7|Sage Brush Flats Array R3310|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3311|33.539097|-116.591309|1436.9|Sage Brush Flats Array R3311|2014-05-09T00:00:00|2014-05-28T23:59:59
ZG|R3312|33.53931|-116.591553|1434.2|Sage Brush Flats Array R3312|2014-05-08T00:00:00|2014-06-01T23:59:59
ZG|R3313|33.539528|-116.591782|1435.8|Sage Brush Flats Array R3313|2014-05-09T00:00:00|2014-06-06T23:59:59
ZG|R3314|33.539757|-116.59201|1435.5|Sage Brush Flats Array R3314|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3315|33.539982|-116.592216|1434.7|Sage Brush Flats Array R3315|2014-05-09T00:00:00|2014-05-27T23:59:59
ZG|R3316|33.540165|-116.592468|1434.0|Sage Brush Flats Array R3316|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3317|33.540379|-116.592728|1433.0|Sage Brush Flats Array R3317|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R3318|33.540611|-116.592934|1432.2|Sage Brush Flats Array R3318|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3319|33.540829|-116.593147|1432.4|Sage Brush Flats Array R3319|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3320|33.541031|-116.593422|1435.1|Sage Brush Flats Array R3320|2014-05-08T00:00:00|2014-06-06T23:59:59
ZG|R3401|33.536976|-116.588875|1433.4|Sage Brush Flats Array R3401|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3402|33.537197|-116.589088|1435.9|Sage Brush Flats Array R3402|2014-05-11T00:00:00|2014-06-04T23:59:59
ZG|R3403|33.537418|-116.589348|1435.4|Sage Brush Flats Array R3403|2014-05-10T00:00:00|2014-05-21T23:59:59
ZG|R3404|33.537594|-116.589531|1428.2|Sage Brush Flats Array R3404|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3405|33.537849|-116.589821|1437.1|Sage Brush Flats Array R3405|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3406|33.538078|-116.590034|1437.5|Sage Brush Flats Array R3406|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3407|33.538288|-116.590271|1430.4|Sage Brush Flats Array R3407|2014-05-10T00:00:00|2014-06-04T23:59:59
ZG|R3408|33.538494|-116.590508|1432.9|Sage Brush Flats Array R3408|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3409|33.538704|-116.590752|1435.9|Sage Brush Flats Array R3409|2014-05-10T00:00:00|2014-06-02T23:59:59
ZG|R3410|33.538933|-116.590981|1435.4|Sage Brush Flats Array R3410|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3411|33.539112|-116.591225|1436.1|Sage Brush Flats Array R3411|2014-05-20T00:00:00|2014-06-05T23:59:59
ZG|R3412|33.539375|-116.591431|1434.5|Sage Brush Flats Array R3412|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3413|33.539593|-116.591667|1434.9|Sage Brush Flats Array R3413|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3414|33.53981|-116.591881|1434.4|Sage Brush Flats Array R3414|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3415|33.540024|-116.592148|1433.9|Sage Brush Flats Array R3415|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3416|33.540226|-116.592377|1433.1|Sage Brush Flats Array R3416|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3417|33.54044|-116.59259|1431.8|Sage Brush Flats Array R3417|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3418|33.540661|-116.592834|1430.9|Sage Brush Flats Array R3418|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3419|33.540878|-116.593071|1431.0|Sage Brush Flats Array R3419|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R3420|33.541088|-116.593323|1433.9|Sage Brush Flats Array R3420|2014-05-08T00:00:00|2014-05-22T23:59:59
ZG|R3501|33.537037|-116.588791|1436.7|Sage Brush Flats Array R3501|2014-05-11T00:00:00|2014-06-05T23:59:59
ZG|R3502|33.537243|-116.588982|1438.5|Sage Brush Flats Array R3502|2014-05-11T00:00:00|2014-06-04T23:59:59
ZG|R3503|33.537479|-116.589279|1437.7|Sage Brush Flats Array R3503|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3504|33.537674|-116.58947|1427.7|Sage Brush Flats Array R3504|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3505|33.537899|-116.589706|1438.6|Sage Brush Flats Array R3505|2014-05-10T00:00:00|2014-06-04T23:59:59
ZG|R3506|33.538109|-116.589935|1436.4|Sage Brush Flats Array R3506|2014-05-10T00:00:00|2014-06-04T23:59:59
ZG|R3507|33.538334|-116.590164|1430.1|Sage Brush Flats Array R3507|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3508|33.538548|-116.590385|1432.9|Sage Brush Flats Array R3508|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3509|33.538761|-116.590645|1433.7|Sage Brush Flats Array R3509|2014-05-10T00:00:00|2014-06-03T23:59:59
ZG|R3510|33.538982|-116.590881|1436.0|Sage Brush Flats Array R3510|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3511|33.539204|-116.591118|1435.6|Sage Brush Flats Array R3511|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3512|33.539436|-116.591347|1435.3|Sage Brush Flats Array R3512|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R3513|33.539639|-116.591576|1434.7|Sage Brush Flats Array R3513|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3514|33.539848|-116.591812|1434.5|Sage Brush Flats Array R3514|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3515|33.54007|-116.592026|1434.1|Sage Brush Flats Array R3515|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3516|33.54026|-116.592278|1432.7|Sage Brush Flats Array R3516|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3517|33.540501|-116.592506|1431.5|Sage Brush Flats Array R3517|2014-05-08T00:00:00|2014-05-30T23:59:59
ZG|R3518|33.540714|-116.592735|1430.2|Sage Brush Flats Array R3518|2014-05-09T00:00:00|2014-06-01T23:59:59
ZG|R3519|33.540924|-116.592972|1429.7|Sage Brush Flats Array R3519|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3520|33.54113|-116.593224|1431.5|Sage Brush Flats Array R3520|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3601|33.53709|-116.588692|1439.1|Sage Brush Flats Array R3601|2014-05-10T00:00:00|2014-05-20T23:59:59
ZG|R3602|33.537312|-116.588905|1439.6|Sage Brush Flats Array R3602|2014-05-10T00:00:00|2014-06-04T23:59:59
ZG|R3603|33.537525|-116.589111|1438.0|Sage Brush Flats Array R3603|2014-05-10T00:00:00|2014-06-04T23:59:59
ZG|R3604|33.537746|-116.589363|1431.8|Sage Brush Flats Array R3604|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3605|33.537968|-116.589615|1435.6|Sage Brush Flats Array R3605|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3606|33.538174|-116.589828|1432.3|Sage Brush Flats Array R3606|2014-05-10T00:00:00|2014-06-03T23:59:59
ZG|R3607|33.538383|-116.59005|1432.1|Sage Brush Flats Array R3607|2014-05-10T00:00:00|2014-06-06T23:59:59
ZG|R3608|33.538593|-116.590309|1433.6|Sage Brush Flats Array R3608|2014-05-09T00:00:00|2014-06-06T23:59:59
ZG|R3609|33.538811|-116.590546|1434.8|Sage Brush Flats Array R3609|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3610|33.539055|-116.590775|1436.6|Sage Brush Flats Array R3610|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3611|33.539257|-116.591019|1436.3|Sage Brush Flats Array R3611|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3612|33.539478|-116.59124|1435.8|Sage Brush Flats Array R3612|2014-05-09T00:00:00|2014-06-06T23:59:59
ZG|R3613|33.539688|-116.591469|1435.2|Sage Brush Flats Array R3613|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3614|33.539906|-116.591675|1434.4|Sage Brush Flats Array R3614|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3615|33.540127|-116.591942|1433.5|Sage Brush Flats Array R3615|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3616|33.54034|-116.59214|1432.6|Sage Brush Flats Array R3616|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3617|33.540558|-116.592384|1431.2|Sage Brush Flats Array R3617|2014-05-08T00:00:00|2014-06-04T23:59:59
ZG|R3618|33.540775|-116.592628|1429.9|Sage Brush Flats Array R3618|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3619|33.540985|-116.592865|1428.6|Sage Brush Flats Array R3619|2014-05-08T00:00:00|2014-06-06T23:59:59
ZG|R3620|33.541195|-116.593094|1429.0|Sage Brush Flats Array R3620|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3701|33.537136|-116.588577|1440.1|Sage Brush Flats Array R3701|2014-05-11T00:00:00|2014-06-05T23:59:59
ZG|R3702|33.537361|-116.588814|1438.8|Sage Brush Flats Array R3702|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3703|33.53756|-116.589005|1435.1|Sage Brush Flats Array R3703|2014-05-10T00:00:00|2014-05-21T23:59:59
ZG|R3704|33.537788|-116.589264|1428.7|Sage Brush Flats Array R3704|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3705|33.538017|-116.589508|1433.6|Sage Brush Flats Array R3705|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3706|33.538235|-116.589714|1435.4|Sage Brush Flats Array R3706|2014-05-10T00:00:00|2014-05-28T23:59:59
ZG|R3707|33.538448|-116.589943|1435.2|Sage Brush Flats Array R3707|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3708|33.53867|-116.590202|1435.2|Sage Brush Flats Array R3708|2014-05-09T00:00:00|2014-06-03T23:59:59
ZG|R3709|33.538864|-116.590446|1434.8|Sage Brush Flats Array R3709|2014-05-10T00:00:00|2014-06-05T23:59:59
ZG|R3710|33.539097|-116.590675|1437.0|Sage Brush Flats Array R3710|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3711|33.53931|-116.590904|1436.9|Sage Brush Flats Array R3711|2014-05-09T00:00:00|2014-06-04T23:59:59
ZG|R3712|33.539513|-116.591156|1436.4|Sage Brush Flats Array R3712|2014-05-08T00:00:00|2014-06-05T23:59:59
ZG|R3713|33.53973|-116.591377|1435.8|Sage Brush Flats Array R3713|2014-05-09T00:00:00|2014-06-05T23:59:59
ZG|R3714|33.539948|-116.591621|1435.0|Sage Brush Flats Array R3714|2014-05-09T00:00:00|2014-06-05T23:59:59
